tid,views,replies
239866,112,2
239875,158,2
239878,129,4
239645,912,49
239879,226,1
239881,433,3
239883,1009,7
239884,125,12
239885,348,10
239886,154,10
239895,920,2
239897,110,4
239898,283,8
239899,222,5
239900,401,16
239901,144,9
239902,222,7
239903,352,5
239904,115,3
239905,573,18
239906,234,11
282359,2967,1
239907,322,4
239908,808,1
239910,296,1
239912,747,11
239913,511,3
282360,3197,1
239914,196,7
282361,11556,7
239917,160,6
239918,166,4
239920,492,1
239923,279,9
239924,200,10
239925,226,1
239926,169,6
239927,206,7
239928,139,5
239932,325,13
239934,390,2
239935,105,10
239936,131,18
239937,161,12
239938,146,16
239940,872,22
239941,411,4
239942,1052,11
239945,123,13
239946,119,10
239947,562,1
239948,157,12
239950,855,21
239951,144,2
239971,200,14
239977,124,12
239982,247,8
239983,26703,66
239984,2315,76
239985,507,1
239987,8311,1223
239988,458,49
239990,251,15
239991,662,21
239992,265,5
239993,671,26
239996,1539,32
240003,1612,139
240007,412,13
240010,117,10
240011,118,16
240014,399,6
240025,518,3
240029,4572,123
240030,1326,110
240031,1858,18
240032,193,14
240046,639,15
240047,516,24
240050,110,6
240051,103,2
240052,430,32
240053,157,2
240063,359,18
240064,626,58
240065,410,4
240077,635,4
240078,360,13
240081,124,8
240085,160,5
240303,224,1
240089,275,3
240091,288,15
240099,106,8
240100,316,1
240113,110,10
240125,101,4
240126,191,7
240131,172,5
240133,209,8
240134,106,8
240135,196,5
240136,224,3
240137,106,3
240139,904,3
240140,872,2
240142,300,5
240144,252,6
240146,133,8
240149,249,3
240151,168,9
240152,109,4
240153,130,4
240155,102,2
240157,264,3
240158,912,3
240159,183,3
240162,363,2
240163,241,10
240164,412,4
240179,103,6
240182,101,8
240183,452,13
240190,340,5
240193,162,7
240194,102,8
240195,104,4
240196,313,9
240197,194,26
240199,235,3
240200,150,5
240201,664,5
240204,655,29
240205,128,10
240206,293,11
240207,660,44
240208,806,69
240211,906,41
240212,169,3
240214,421,10
240215,529,4
240218,135,13
240219,104,4
240232,103,6
240239,8130,17
240241,129,10
240242,221,1
240245,242,5
240246,127,14
240254,142,3
240258,124,12
240260,102,8
240265,126,4
240266,111,3
240272,425,7
282362,2926,1
240273,125,3
240276,143,1
240277,611,10
240278,1064,27
240292,2986,69
240293,109,15
240298,118,11
240304,133,7
240305,515,13
240306,193,1
240317,262,11
282363,3134,3
240323,241,1
240325,114,4
240328,276,6
240347,2121,72
240348,103,2
240349,107,5
240352,178,2
240354,2020,36
240355,296,2
240356,381,11
240362,143,19
240363,797,61
240365,126,12
240367,105,8
240369,950,15
240370,105,8
240371,162,20
240373,271,3
240374,515,2
240375,122,8
240376,791,12
240377,230,2
240378,125,12
240379,127,12
240380,126,1
240381,402,6
240383,220,1
240384,108,3
240385,110,10
240386,230,14
240387,1857,56
240389,222,8
240391,119,10
240397,1209,32
240398,123,2
282364,4297,4
240400,208,27
240402,116,14
240404,340,11
240406,198,6
240408,124,4
240409,170,8
240410,156,6
240413,1131,15
240415,133,9
240416,147,12
240418,322,2
240419,132,7
240420,345,7
240421,180,8
240422,149,5
240423,211,9
240424,113,10
240428,159,5
240430,125,2
240431,330,9
240432,112,7
240433,347,8
240435,209,11
240437,351,8
240439,243,5
240441,248,9
240443,264,13
240455,666,18
240456,117,4
282365,3076,2
240457,310,56
240458,128,4
240459,1068,18
240460,650,47
240461,101,10
240464,194,1
240481,335,2
240482,271,1
240488,377,1
240492,328,6
240499,268,1
240503,108,6
240511,1529,3
240512,326,8
240515,104,11
240516,581,9
240517,194,1
240527,539,2
240528,198,21
240529,506,1
240530,232,6
240531,1018,10
240534,144,4
240536,171,14
240537,120,14
240538,176,22
240539,105,9
240541,104,11
240543,101,4
240549,105,8
240550,876,1
240551,187,1
282366,3422,3
240554,102,6
240559,3808,35
240563,647,5
240567,257,7
240570,140,7
240572,114,12
240576,196,7
240577,247,1
240578,1940,76
240580,113,4
240581,322,2
240582,402,12
240583,396,2
240584,163,7
240586,117,12
240588,240,4
282367,3033,1
240599,107,11
240605,118,8
240606,151,12
240608,130,12
240607,521,6
240610,299,41
240611,163,7
240612,172,7
240613,196,9
240614,111,4
240615,207,6
240616,189,11
240617,335,26
240619,135,4
240620,130,3
240621,203,5
240622,150,3
240623,261,6
240624,515,34
240625,272,5
240628,134,2
240629,519,3
240632,177,16
240634,103,3
240635,197,9
240638,103,5
240640,180,3
240641,149,4
240642,414,28
240650,356,7
240651,3679,4
240654,1527,159
240675,173,3
240677,390,13
240681,238,2
240682,199,4
240685,159,1
240694,129,11
240696,116,12
240700,141,13
240703,123,10
240705,179,22
240707,3941,30
240708,273,14
240710,139,16
282368,3111,1
240716,157,11
240720,328,2
240730,172,1
240800,101,1
240805,135,2
240833,1452,7
240836,283,1
240852,185,9
240865,135,10
240885,781,3
240890,509,47
240891,214,5
240899,223,1
240903,128,10
240906,120,13
240913,556,8
240914,101,10
240915,540,3
253698,150,1
240919,136,14
240923,163,1
240924,126,13
240934,117,11
240956,139,10
240957,233,1
240959,126,3
240964,116,4
240965,110,3
240966,274,2
240967,602,12
240969,145,5
240971,184,9
240979,122,11
240980,109,2
240991,325,1
240993,179,3
240994,454,6
240995,204,7
240997,1771,9
240998,395,1
241000,269,11
241002,568,1
241003,195,4
241007,416,21
241009,504,25
241025,102,7
241029,369,21
241033,435,7
241042,376,21
241054,127,11
241058,690,1
241062,236,9
241072,278,2
241074,31858,33
241078,386,2
241081,328,20
241103,102,4
241112,141,13
241113,105,7
241118,176,7
241121,975,16
241122,337,15
241126,288,8
241134,125,13
241135,122,15
241137,325,5
241142,161,20
241143,740,1
241145,583,11
241147,360,9
241150,374,19
241152,226,3
241154,148,1
241156,274,2
241158,102,4
241167,110,2
241169,170,6
241171,164,3
241177,144,3
240706,722,32
241179,286,6
241181,109,3
241204,203,1
241206,212,5
241212,209,4
241220,227,2
241237,304,2
241240,109,2
241243,172,1
241249,101,3
241252,104,4
241255,133,10
241256,127,12
241257,102,8
241259,620,3
241260,998,1
241261,357,7
241262,109,6
241267,116,9
241268,110,6
241269,106,2
241274,133,10
241281,102,5
241283,151,9
241282,311,11
241293,109,9
241294,272,1
241295,356,2
240701,2406,27
241308,116,5
241311,263,1
241315,116,10
241318,310,2
241321,281,4
241323,224,2
241339,866,1
241342,299,17
241343,147,18
241353,355,6
241355,176,1
241357,127,2
241362,234,2
241364,473,2
241368,155,4
241369,310,21
241372,116,4
241373,167,9
241382,110,2
241383,101,4
241386,204,3
241387,191,3
241388,152,6
241389,257,3
241391,247,34
240343,26152,133
241392,130,2
241397,366,7
241398,107,9
241413,397,3
241416,124,14
241417,124,10
241425,101,10
241426,1830,44
241427,161,14
241428,214,1
241432,281,2
241438,112,12
241440,347,4
241444,117,6
241445,101,7
241450,105,7
241452,361,2
241456,1722,39
241458,137,4
241459,286,7
241460,452,3
241463,107,4
241465,122,3
241466,107,6
241467,227,2
241472,105,6
241481,101,3
241483,106,4
241484,157,12
241490,163,12
241492,159,5
241493,107,4
241494,118,1
241495,105,3
241496,121,1
241499,122,3
241501,126,2
241464,2639,38
241503,102,3
241504,171,14
241505,778,14
241506,130,12
241509,619,4
241511,138,6
241513,211,2
241514,132,10
241515,495,12
241516,123,10
241517,138,3
241518,303,4
241520,178,3
241521,190,22
241522,269,3
241523,487,8
241525,245,8
241526,144,17
241530,342,5
241534,313,4
241535,103,5
241537,210,3
241539,330,5
241540,103,3
241546,424,5
241549,192,28
241136,591,17
241551,127,2
241561,148,10
241563,581,5
241569,189,7
241570,378,4
241571,154,2
241572,619,10
241573,171,5
241575,284,10
241576,291,5
241577,217,2
241582,105,7
241583,371,13
241587,133,12
241589,130,11
241591,251,5
241592,310,7
241604,102,4
241605,115,6
241609,146,13
241610,148,10
241611,108,5
241617,709,15
241625,113,6
241628,178,5
241633,740,13
241635,174,3
241637,110,9
241640,112,5
241644,177,2
241647,112,3
241648,113,5
241649,111,6
241650,364,22
241651,111,9
241652,1774,27
241655,110,9
241656,209,1
241657,665,5
241660,125,4
241661,116,9
241662,121,8
241664,511,3
241663,460,26
241665,443,12
241666,255,1
241667,114,3
241669,102,3
241671,1208,3
241672,149,10
241673,163,10
282369,3161,1
241675,132,9
241676,215,1
241677,174,3
241678,101,3
241680,107,2
241686,109,6
241688,200,3
241690,145,15
241695,468,19
241706,110,15
241708,863,9
241721,129,8
241722,129,1
241725,139,1
241736,181,8
241742,147,11
241745,189,2
241746,112,9
241748,393,3
241749,157,14
241750,1123,18
241752,298,3
241753,288,2
241754,270,6
241755,194,5
241756,279,5
241757,228,3
241758,538,17
241759,200,6
241760,427,8
241761,117,7
241762,194,7
241764,115,6
241765,191,2
241766,285,1
241767,117,8
241769,1688,3
241772,193,3
241780,386,16
241785,735,2
241787,997,3
241788,1763,60
241789,203,13
241792,543,23
241794,208,6
241796,141,18
241798,124,10
241799,102,20
241800,156,12
241801,119,13
241802,131,6
241803,1257,21
241804,193,2
241805,688,50
241806,152,16
241807,455,3
241808,135,14
241809,241,8
241810,216,6
241811,190,7
241812,168,8
241813,110,3
241814,492,29
241815,149,7
241818,125,3
241821,166,5
241822,106,12
241823,102,7
241824,102,6
241825,606,3
241826,297,11
241828,326,12
241833,202,8
241834,153,4
241835,148,2
241836,197,8
241837,175,7
241838,151,7
241839,212,7
241843,588,5
241844,290,2
241848,440,16
241858,136,12
241869,157,14
241871,220,10
241874,150,8
241875,104,8
241879,117,6
241881,121,16
241882,152,12
241335,2412,17
241896,209,1
241899,112,10
241900,1960,36
241901,361,1
241902,200,2
241916,683,37
241920,159,17
241923,234,4
241924,117,3
241931,410,31
241932,1096,46
241933,1829,6
241942,242,4
241939,323,5
241947,124,3
241948,435,2
241949,103,6
241955,170,15
241959,120,8
241963,107,4
241967,227,20
241971,144,8
241972,144,12
241976,225,4
241977,138,14
241978,753,19
241979,120,9
241980,287,5
241989,113,10
241992,290,10
241995,2574,9
282370,3200,3
242002,110,10
242003,119,10
242006,178,10
242012,1093,64
242014,353,8
242016,155,3
242019,190,8
242020,101,3
242022,102,6
242023,112,6
242024,212,7
242026,292,2
242027,763,1
242028,289,18
242037,290,14
242040,105,4
242041,128,1
242042,142,13
282371,3267,1
242043,602,11
242046,438,37
242029,259,7
242048,605,4
242052,510,13
242054,174,9
242055,2648,6
242056,102,4
242057,125,14
242058,148,19
242059,276,4
242060,352,7
242061,231,6
242062,252,5
242063,206,1
242064,289,13
242065,264,7
242066,934,15
242067,120,5
242068,257,36
242069,484,20
242070,1398,49
242073,393,11
242074,508,15
242078,131,11
242081,300,6
242083,358,12
242085,1226,7
242086,265,4
242087,283,8
242088,190,3
282372,6503,10
242089,178,5
242091,435,13
242093,400,5
242094,154,4
242095,165,7
242097,229,7
242098,103,6
242101,140,11
242102,634,25
242104,202,7
242105,1009,108
242106,198,6
242108,274,12
242109,126,8
242111,165,7
242114,110,2
242116,380,2
242119,108,11
242120,101,4
242123,125,11
242127,568,13
242128,357,2
242131,140,25
242132,194,6
242133,597,31
242134,101,5
242136,140,10
242138,240,38
242140,107,5
242142,144,12
242144,113,9
242145,153,16
242146,1261,69
242148,154,11
242147,126,2
241870,3812,37
242159,237,1
242163,128,3
242164,519,11
242165,135,1
242169,205,12
242195,112,11
242197,128,9
242198,147,11
242200,447,5
242204,101,8
242205,150,8
242206,245,8
242209,3168,33
242211,114,11
242212,543,9
242213,118,9
242222,183,4
242223,403,3
242225,508,12
242228,862,12
242229,346,13
242233,786,8
242235,140,11
242238,644,7
242241,240,9
242243,273,3
242244,211,9
242248,107,5
242249,106,6
242251,320,7
242256,343,13
242257,182,5
242265,354,6
242266,545,13
242272,290,1
242278,398,4
242279,204,1
242280,4063,121
242281,2918,97
242288,629,22
242289,725,16
242290,2954,30
242291,326,11
242295,1398,52
242297,335,8
242298,349,5
242299,10917,2034
242300,137,12
242301,459,14
242302,330,11
242304,52958,1259
242305,170,16
242308,107,2
242310,126,2
242312,110,6
242315,111,4
242316,191,11
242319,140,10
242322,178,16
242325,260,19
242326,177,2
242332,142,10
242333,104,10
242335,185,4
242336,243,3
242338,119,3
242341,176,3
242343,294,5
242345,117,16
282373,11674,4
242347,292,2
242349,180,22
242351,312,50
242352,456,4
242353,4959,24
242358,876,40
242362,1622,19
242363,181,7
242364,3382,47
242368,303,26
242369,106,5
242370,117,12
242372,802,22
242375,247,9
242377,268,1
242385,124,11
242388,140,17
242356,1299,28
242390,353,10
242392,244,10
242394,146,5
242395,126,15
242396,119,14
242397,177,9
242398,148,7
242399,140,5
242401,143,7
242402,298,10
242403,279,6
242404,146,7
242405,379,13
242406,135,21
242389,376,13
242407,142,14
242411,656,1
242412,104,12
242414,484,62
242420,344,10
242421,136,2
242422,166,12
242423,752,1
242425,401,9
242429,154,16
242431,3632,23
242432,669,30
242433,162,6
242434,191,22
242435,159,8
242436,1220,20
242437,239,7
242438,223,1
242439,1307,6
242440,763,12
242442,207,5
242443,3586,7
242444,270,6
242445,871,1
242446,2924,10
242447,206,22
242451,168,10
242456,225,13
242458,1337,70
242460,593,35
242461,114,8
282374,3450,4
242462,240,1
242463,463,11
242465,145,11
242466,101,5
242467,202,21
242468,117,4
242470,189,2
242473,293,15
242474,556,10
242482,176,3
242483,619,25
282375,3173,2
242497,161,21
242499,298,4
242500,161,24
242505,273,8
242507,837,46
242509,428,22
242510,282,3
242511,547,9
242512,7273,33
242513,338,8
242514,271,8
242515,505,4
242517,2009,64
282376,3468,3
242521,110,12
242526,1468,64
242529,148,9
242530,565,11
242532,231,8
242536,105,3
242540,467,17
242541,167,20
242542,143,17
242543,366,5
242544,3768,189
242549,1004,4
242553,191,9
242557,131,2
242560,124,8
242563,362,18
242564,158,8
242565,133,13
242571,1372,20
242573,12520,110
242574,1209,22
242575,107,11
242578,324,9
242580,350,6
242584,346,11
242586,117,10
242587,755,1
242588,326,1
242591,563,16
242593,662,16
242589,343,8
242595,998,33
242596,375,5
242597,354,15
242598,581,13
242600,382,9
242601,280,16
242603,611,2
242605,279,17
242608,368,13
242616,186,1
242622,933,13
242626,255,22
242628,176,1
242631,570,5
242632,323,1
242634,104,2
242635,131,12
242636,118,10
242638,162,14
242630,691,21
242640,596,1
242641,277,6
242642,251,9
242643,3068,14
242646,440,12
242650,2803,9
242651,109,14
242652,211,2
242653,126,9
242654,116,16
242655,1377,42
242657,139,1
242660,111,13
242661,363,15
242662,131,11
242664,199,11
242665,249,9
242668,443,9
242670,349,13
242671,173,6
242673,379,10
242675,203,9
242683,270,5
242685,133,13
242706,130,13
242726,269,8
242731,158,10
242735,311,7
242736,543,6
242737,505,12
242738,111,5
242740,134,12
242741,741,1
242747,112,16
242748,124,3
242750,121,8
242753,185,21
242754,379,5
242755,179,1
242756,2849,15
242757,2881,39
242758,136,22
242759,120,15
242763,121,18
242761,315,9
243180,209,1
242766,160,12
242777,292,5
242778,766,20
242780,185,6
242781,104,14
242783,116,14
242785,120,7
242786,132,6
242787,244,12
242788,279,11
242790,185,6
242793,602,12
242794,400,10
242797,124,12
242798,123,10
242807,130,16
242809,206,5
242810,244,5
242811,442,37
242812,241,5
242813,134,13
242819,113,10
242825,106,10
241936,439,23
242829,157,16
242830,273,7
242831,342,15
242833,659,6
242838,193,2
242841,445,11
282377,3268,1
242845,133,8
242846,627,13
242847,325,11
242848,113,10
242849,311,3
242856,147,11
242858,297,2
242866,109,11
242867,751,3
242868,141,19
242869,159,14
242872,211,4
242873,107,6
242877,112,7
242884,235,2
242892,428,13
242893,327,10
242897,161,13
242898,216,31
242899,227,6
242900,132,12
242901,295,1
242903,150,19
242904,267,1
242906,147,20
242907,134,10
242910,470,24
242914,379,3
242915,1718,17
242916,519,6
242917,160,4
242918,106,3
242922,149,3
242925,573,7
242928,2580,36
242929,403,22
242932,188,21
242934,260,10
242935,257,18
242941,317,12
242942,233,9
242943,339,17
242950,145,2
242956,927,31
242967,110,16
242969,144,5
242979,178,5
242980,112,3
242982,128,2
242984,104,9
242987,370,3
242988,261,1
242999,170,21
243001,253,3
243004,330,3
243006,304,2
243007,385,15
243010,461,8
243012,366,5
243023,135,18
243025,114,16
243030,201,14
243033,248,4
243034,123,17
243035,186,4
243038,274,4
243041,766,18
243045,187,1
243047,138,2
243051,773,23
243055,243,2
243057,101,10
243067,104,12
243068,236,14
243069,110,2
243072,140,14
243073,303,4
243076,1133,2
243082,138,11
243090,122,18
243092,114,14
243095,101,10
243096,130,11
282378,3583,1
243101,143,11
243107,124,18
243113,242,3
243118,406,2
243119,103,10
243120,153,16
243121,237,12
243122,290,5
243123,119,8
243124,766,36
243125,335,3
243127,170,9
243128,164,20
243130,442,14
243141,220,1
243147,443,11
243151,289,3
243153,458,1
243161,152,23
243177,161,19
243179,503,18
243194,162,3
243200,233,14
243214,142,10
243215,3270,34
243218,418,11
243221,282,16
243222,103,7
282379,3470,1
243224,294,36
243226,120,2
243228,262,2
243233,102,4
243236,171,1
243260,112,12
243262,491,15
243263,212,3
243266,149,4
243271,3045,132
243276,170,12
243278,2226,77
243283,101,9
243284,743,11
243290,148,7
243298,14378,570
243300,111,17
243302,457,3
243303,707,7
243304,1947,82
243305,109,7
243307,127,10
243308,17691,17
243309,220,6
243311,225,6
243312,293,5
243314,6495,16
243316,251,6
243317,205,2
243319,1440,140
243320,119,11
243321,118,10
243322,300,3
243328,355,6
243330,597,11
243331,137,2
243335,136,6
243337,1245,42
243340,255,6
243341,366,1
243345,105,8
243346,301,4
243348,221,1
243349,102,9
243352,965,1
243353,211,3
243354,377,47
243355,187,3
243356,136,12
243358,131,6
243360,297,4
243361,105,4
243362,337,19
243363,117,8
243365,807,22
243367,127,10
243368,192,10
243371,147,10
243378,135,13
243384,477,23
243385,420,6
243387,101,7
243388,118,12
243390,136,10
243393,135,2
243396,204,7
243461,113,5
243400,104,14
243406,107,7
243407,384,17
243408,106,15
243412,130,11
243413,336,29
243417,106,3
243425,147,15
243426,614,10
243427,243,1
243428,205,2
243433,177,10
243436,133,4
243440,182,1
243454,156,2
243456,142,19
243457,106,6
243458,264,6
243463,2930,37
243467,235,2
243485,106,6
243486,221,14
243490,297,5
243496,421,4
243506,379,5
242525,1897,37
243517,104,8
243518,105,4
243519,371,10
195322,2864,78
243521,109,4
243523,116,8
243525,262,12
243526,294,15
243529,401,10
243533,245,1
243537,101,6
243538,163,4
243542,223,3
243543,349,9
243545,146,17
243548,179,1
243549,104,3
243551,114,6
243556,232,1
243558,212,2
243563,378,6
243564,180,3
243571,140,14
243575,475,3
243579,160,4
243585,109,11
243587,126,1
243596,171,7
243597,140,3
243599,132,2
243600,2306,4
243613,149,1
243622,323,2
243631,135,17
243632,115,5
243641,130,6
243647,127,14
243648,143,12
243651,1113,44
243654,259,5
282380,3425,1
243659,131,7
243661,107,12
243662,198,2
243663,107,4
243664,179,8
243666,170,13
243669,101,2
243670,886,31
243672,554,16
243673,151,7
243676,217,4
243677,150,3
243678,1016,11
243680,102,10
243691,279,4
243692,2325,20
243694,189,9
243696,300,5
243697,119,14
243702,870,3
243707,306,14
243708,120,16
243712,2633,16
243713,305,12
243715,205,4
243717,143,7
243719,429,10
243727,105,8
243732,793,10
243733,114,10
243735,121,12
243736,1135,18
243738,148,6
243741,248,3
243742,232,12
243743,105,10
243746,233,13
243751,125,14
243753,138,16
243756,149,13
243758,114,16
243760,288,1
243745,1284,6
243764,220,3
243766,224,1
243768,123,16
243769,419,28
243772,148,19
243773,173,20
243774,148,19
243775,120,13
243776,170,4
243777,113,10
243779,129,18
243782,475,3
243785,116,18
243786,378,23
243787,464,22
243788,230,2
243789,108,16
243790,372,3
243795,113,3
243797,300,20
243798,504,19
243799,684,2
243801,147,19
243803,306,5
243804,140,14
243808,115,14
243815,205,2
243840,661,10
243836,273,11
243841,220,1
243844,1679,56
243847,104,17
243848,252,9
243849,1564,117
243850,279,6
243851,437,29
243854,339,8
243855,1202,25
243856,296,1
243859,6138,160
243861,303,17
243863,454,13
243865,178,13
243868,130,4
243873,395,19
243874,385,47
243877,293,5
243878,286,8
243884,237,10
243886,135,13
243888,102,4
282381,4525,8
243889,763,7
243890,268,5
243892,335,2
243893,811,22
243897,26833,82
243898,1123,10
243900,272,1
243903,230,24
243905,192,9
243906,198,17
243907,184,28
243909,180,4
243910,197,5
243911,281,3
243912,144,3
243915,1134,122
243916,103,6
243918,653,6
243919,184,6
243920,203,8
243921,202,11
243922,173,9
243928,153,1
243926,534,20
243933,213,9
243934,133,18
243940,462,27
243941,266,7
243942,1018,13
243943,190,9
243944,428,13
243945,1213,5
243946,122,14
243947,178,2
243949,102,9
243950,133,12
243952,116,14
243953,210,18
243954,147,10
243955,141,13
243956,102,6
243958,1050,69
243960,709,78
243964,121,10
243966,147,3
243967,193,7
243968,156,20
243970,250,22
243971,816,12
243972,1402,16
243979,1356,65
243984,282,3
243985,875,16
243986,204,6
243990,366,25
243991,108,14
243993,1155,4
243999,107,14
244002,126,11
244003,126,16
244004,118,10
244005,811,81
244008,137,14
244014,113,18
244019,267,3
244028,892,13
244036,1054,37
244042,265,16
244058,280,10
244067,153,21
244068,210,36
244070,546,5
244072,150,4
244075,368,19
244078,195,6
244080,2379,19
244083,153,6
244085,329,11
244088,7668,171
244090,1107,18
244095,569,14
244097,146,1
244100,180,5
244102,1889,69
244103,162,11
244105,114,10
244106,131,10
244107,113,3
244111,186,16
244112,138,8
244114,121,3
244115,107,7
244116,185,21
244117,288,29
244118,129,12
244120,335,6
244121,268,15
244122,328,6
244123,1145,32
244126,675,41
244127,270,1
244130,356,2
244132,291,14
244133,808,57
244135,123,14
244148,212,3
244150,307,8
244152,132,7
244153,124,8
244154,639,78
244155,119,12
244156,355,12
244157,790,12
244158,422,3
244159,137,1
244163,274,1
244165,172,27
244166,156,22
244167,278,6
244168,176,6
244169,260,3
244170,129,12
244171,161,19
244173,1015,132
244174,532,6
244175,170,25
244177,1089,121
244178,128,2
244179,147,2
244180,106,4
244183,105,5
244184,172,18
244188,166,1
244189,401,55
244193,110,10
244194,125,10
244199,448,40
244201,160,2
244202,248,11
244204,194,3
244205,108,16
244206,101,5
244209,106,4
244211,122,5
244212,128,4
244216,106,5
244217,441,54
244220,316,11
244221,188,11
282382,4369,2
244222,282,4
244243,119,5
244245,107,12
244246,110,15
244247,793,72
244249,150,2
282383,3667,6
282384,3536,1
244268,120,11
244274,132,17
244283,1694,251
244284,137,11
244304,108,11
244305,463,73
244306,139,11
244311,206,10
244312,654,40
244313,816,68
244317,124,16
244321,170,9
244323,160,4
244325,220,21
244326,171,1
244329,108,12
244344,230,33
244345,432,4
244399,101,2
244351,424,19
244353,1797,23
244355,341,7
244356,139,19
244362,256,4
244366,126,11
244367,718,14
244368,112,6
244370,188,9
244371,2143,66
244372,221,1
244373,138,5
244374,853,14
244375,192,35
244376,2172,22
244378,1768,14
244381,157,24
244383,126,17
244385,173,27
244390,116,12
244392,101,14
244395,381,6
244396,105,10
244401,109,17
244402,112,10
244403,163,11
244405,15069,27
244409,986,67
244410,649,25
244411,309,4
244412,186,2
244413,786,28
244415,147,11
244416,594,56
244417,164,8
244425,124,2
244428,215,6
244433,442,2
244435,750,30
244436,246,2
244438,442,5
244442,119,6
244443,144,6
244447,411,6
244449,801,16
244462,138,6
244463,122,12
244472,132,15
244475,108,7
244527,266,6
244530,576,9
244531,163,26
244532,317,10
244533,129,6
244540,131,10
244545,132,12
244555,493,10
244559,139,1
244561,130,10
244562,355,3
244563,2937,170
244564,323,4
282385,3534,1
244567,463,79
244572,237,1
244574,123,15
244576,231,9
244580,359,9
244593,119,6
244594,191,1
244595,126,3
244596,105,8
244599,536,2
244602,196,3
244606,106,13
244588,7726,57
244613,113,6
244614,103,4
244617,2743,4
244620,114,17
244622,121,14
244623,1372,3
244624,146,24
244626,116,10
244627,165,4
244628,275,4
244629,248,7
244630,164,5
244631,167,5
244633,132,17
244634,146,29
244635,121,19
244638,281,4
244640,200,19
244641,701,2
244642,102,9
244643,226,13
244645,148,6
244647,144,20
244648,181,26
244649,500,1
244650,414,9
244651,102,6
244652,259,30
244653,265,9
244654,105,4
244655,283,10
244656,188,24
244657,157,20
244658,211,25
244659,253,33
244660,224,7
244661,773,78
244662,561,4
244663,501,9
244664,108,7
244665,113,6
244666,207,3
244669,104,4
244670,176,16
244673,398,2
244674,468,36
244677,875,58
244678,176,35
244680,1941,283
244681,391,33
244682,432,16
244683,270,13
244684,103,4
244686,123,10
244688,190,10
244689,212,28
244690,108,4
244691,120,3
244698,250,9
244699,236,9
244701,169,5
244702,359,9
244704,3375,166
244705,237,7
244707,179,13
244709,334,14
244714,401,1
244718,130,12
244721,497,13
244722,150,11
244723,216,11
244726,185,10
244727,147,1
244728,109,10
244730,600,38
244736,162,1
244738,129,4
244739,320,5
244741,164,22
244743,309,4
244744,648,1
244746,323,6
244749,116,10
244751,290,4
244752,109,4
244753,130,20
244758,1147,5
244761,197,20
244768,123,2
244790,129,3
244796,116,14
244797,111,10
244800,212,2
244806,532,8
244807,106,7
244809,194,12
244810,238,6
244811,156,24
244812,155,3
244816,2233,105
244819,262,30
244821,102,6
244823,2068,96
244832,131,7
244833,146,1
244835,457,4
244836,594,6
244838,212,17
244837,387,8
244840,884,14
244841,357,42
244842,171,7
244843,111,7
244844,116,4
244847,119,12
244848,169,1
244850,527,5
244852,112,7
244853,146,8
244854,112,2
244855,146,17
244874,654,4
244878,243,10
244879,178,9
244880,285,1
244882,112,16
244884,251,6
244893,127,17
244901,104,12
244899,192,11
244902,263,2
244903,947,40
244905,127,16
244906,116,12
244907,106,10
244910,104,10
244911,107,15
244912,194,2
244914,319,15
244915,354,12
245460,116,1
244917,207,9
244918,284,11
244921,523,10
244922,117,19
244929,122,10
244931,156,22
244935,133,14
244940,164,1
244941,308,10
244943,132,13
244944,196,22
244954,128,17
244959,114,7
244960,119,13
244961,132,12
244964,435,13
244966,136,14
244967,315,3
244968,234,3
244969,832,128
244970,350,18
244972,125,8
244975,267,3
244976,109,4
244977,1142,4
245311,209,4
244988,148,20
244991,172,1
244992,120,13
244994,775,9
245008,208,23
245009,117,16
245020,397,5
282386,3868,1
245021,174,27
245023,349,17
245024,214,2
245025,137,10
245026,150,13
245031,149,10
245033,116,11
245034,107,12
245038,113,6
245041,146,5
245044,123,16
245046,221,6
245049,167,24
245053,284,24
245055,290,2
245059,577,14
245062,118,13
245064,175,25
245065,127,19
245067,230,17
245068,202,34
245069,176,27
245070,187,7
282387,4243,1
245073,1261,2
245074,282,47
245075,136,10
245076,643,7
245077,138,3
245078,309,5
245080,2255,115
245083,270,6
245084,488,54
245085,2267,127
245086,152,20
245087,325,5
245090,113,15
245091,103,14
245094,111,10
245097,108,12
245098,139,18
245099,108,12
245100,161,1
245101,110,16
245103,342,3
245104,220,32
245105,140,15
245106,124,18
245107,164,22
245109,239,2
245112,171,2
245114,162,5
245116,107,13
245123,110,12
245124,109,12
245130,541,6
245134,107,9
245137,323,7
245138,314,8
245140,740,3
245141,144,12
245143,208,3
245144,4184,12
245146,111,5
245147,105,5
245148,115,11
245149,132,10
245150,120,10
245151,137,17
245155,102,10
245156,186,2
245160,220,5
245161,129,22
245165,776,2
245167,129,14
245170,108,10
245172,149,23
245184,367,15
245190,143,23
245175,1238,140
245199,160,4
245203,188,31
245210,542,1
245211,144,12
245214,102,13
245142,318,19
245219,140,9
245224,133,10
245225,256,1
245228,214,19
245230,576,10
245232,129,15
245233,274,1
245236,482,2
245237,102,12
245239,240,33
245240,292,5
245241,147,3
245242,850,20
245243,112,6
245244,113,14
245247,132,14
245248,106,6
245249,128,12
282388,3748,1
245250,774,83
245252,679,13
244646,319,1
245255,696,6
245256,224,2
245258,199,22
245259,233,17
245261,115,13
245262,107,15
245263,310,1
245265,584,8
245266,145,11
245267,196,1
245268,109,10
245274,123,18
245276,131,14
245278,125,15
