tid,views,replies
253816,963,58
253817,2357,8
253818,67,16
253819,231,5
253820,99,14
253821,88,4
253822,1020,36
253823,165,7
253824,305,2
253826,97,23
253827,32,6
253828,40,5
253829,57,12
253830,44,5
253831,189,8
253832,58,8
253833,21,26
253834,74,8
253835,42,6
253836,383,3
253837,47,8
253838,18,1
253839,75,4
253841,277,2
253842,338,11
253843,80,16
253844,69,12
253845,32,2
253846,38772,69
253847,31,1
253848,32,1
253849,132,4
253851,31,1
253852,206,5
253853,78,18
253856,91,10
253857,71,4
253858,79,13
253859,72,5
253860,161,7
253861,439,19
253862,35,2
253863,31,1
253864,795,21
253865,36,3
253866,39,3
253867,1,1
253868,1,1
253869,453,13
253870,116,6
253320,989,47
253871,325,10
253872,57,13
253873,145,1
253775,207,12
253874,62070,190
253875,4334,78
253876,647,15
253877,50,4
253878,66,7
253879,266,1
253880,206,1
253882,200,1
253883,218,1
253884,92,18
253885,293,1
253886,2030,31
253887,545,14
253888,224,5
253889,221,5
253890,262,14
253891,122,4
253892,1246,8
253893,71,9
253894,34,3
253895,59,7
253896,66,2
253897,53,6
253898,41,8
253899,63,5
253900,41,2
253902,167,3
253903,30,3
253904,71,7
253905,35,4
253906,61,4
253907,53,10
253908,289,7
253909,36,6
253910,42,6
253911,33,3
253912,137,10
253913,51,6
253914,69,6
253915,49,3
253916,166,5
253917,46,4
253918,124,18
253919,56,10
253920,41,8
253921,39,2
253922,106,4
253923,46,6
253924,200,4
253925,248,11
253926,209,5
253927,189,6
253928,97,4
253929,73,7
253930,79,7
253931,41,1
253932,128,1
253933,197,4
253934,437,2
253935,65,6
253936,73,6
253937,99,10
253938,28,4
253939,351,13
253940,27,2
253941,102,8
253942,88,7
253943,34,8
253944,76,6
253945,124,20
253946,42,5
253947,248,4
253948,125,5
253949,292,19
253950,76,3
253952,58,9
253953,83,4
253951,558,36
253954,89,11
253955,127,2
253956,387,1
253957,38,2
253958,54,4
253959,153,24
253960,111,7
253961,42,7
253962,98,2
253963,169,5
253964,72,5
253966,191,2
253967,227,11
253968,108,9
253965,201,8
253969,47,2
253971,242,4
253972,643,18
253973,197,7
253974,44,6
253975,48,6
253976,53,12
253977,46,5
253978,38,7
253979,42,6
253980,55,8
253981,88,5
253982,97,18
253983,82,6
253984,103,20
253985,43,2
253986,82,8
253987,38,1
253988,68,6
253989,44,1
253990,431,21
253993,73,7
253994,169,16
253995,45,1
253996,273,1
253997,259,5
253998,143,4
253999,29,1
254000,154,3
254001,31,2
254002,67,2
254003,325,13
254005,58,4
254006,41,5
254007,280,7
254008,80,8
254009,226,1
254010,151,1
254011,151,27
254012,90,10
254013,180,4
254014,173,2
254015,77,8
254016,98,10
254017,196,2
254020,261,13
254021,298,16
254023,47,4
254024,239,10
254025,202,5
254026,40,2
254027,57,8
254028,37,6
254029,85,11
254030,72,9
254031,74,9
254032,245,1
254034,227,12
254035,182,15
254036,174,11
254037,360,3
254038,59,2
254039,198,7
282441,7462,3
254041,49,2
254042,86,9
254043,47,4
254044,55,2
254045,43,10
254046,36,4
254047,501,4
254040,445,27
254018,1530,33
254049,40,1
254050,80,16
254051,108,16
254052,91,10
254053,86,8
282442,6941,1
254054,99,14
254055,34,1
254056,243,10
254057,57,4
254058,69,2
254059,46,2
254060,85,6
254061,84,17
254062,74,6
254063,52,7
254064,61,7
254065,68,2
254066,86,12
254067,76,8
254068,121,14
254069,175,13
254070,92,9
254071,85,5
254072,68,3
254073,69,7
254074,121,10
254075,87,6
254076,55,7
254077,100,12
254078,86,12
254079,53,1
254080,83,10
254081,46,4
254082,130,1
254083,403,2
254084,306,9
254085,193,3
254086,183,8
254087,237,3
254088,98,4
254089,256,3
254090,98,10
254091,52,11
254092,45,11
254093,554,21
254094,56,6
254095,103,16
254096,148,21
254097,34,6
254098,113,10
254099,526,9
254100,91,16
282443,6992,1
254101,68,6
254102,68,8
254103,101,11
254104,51,8
254106,66,6
254107,103,10
254108,56,5
254109,101,11
254110,162,7
254111,46,3
254112,605,28
254113,46,12
254114,169,27
254115,405,13
254116,44,5
254118,91,8
254119,64,2
254117,131,1
254120,58,3
254121,357,4
254122,229,6
254123,608,35
254125,317,1
254124,253,5
254126,82,13
254127,54,9
254128,75,8
254129,57,10
254130,303,2
254131,146,16
254132,74,1
254133,25,2
254134,261,1
254135,343,6
254136,446,2
254137,247,2
254138,181,3
254139,348,1
254140,367,9
254141,260,2
254142,175,2
254143,203,1
254144,586,17
254145,36,4
254146,36,2
254147,114,18
254148,59,2
254149,51,3
254150,77,12
254151,415,2
254152,41,7
254153,56,12
254154,94,13
254155,27,2
254156,68,10
254157,61,8
253615,1038,6
254158,73,4
254159,59,6
254160,68,4
254161,38,7
254162,297,3
254163,44,7
254164,116,16
254165,284,2
254166,798,8
254167,65,14
282444,7031,4
254168,59,2
254169,97,10
254170,68,6
254171,44,4
254172,115,7
254173,103,12
254174,54,3
254175,246,20
254176,66,7
254178,78,2
254179,238,5
254180,93,5
254181,390,4
254182,259,2
254183,313,20
254184,63,6
254185,52,7
254186,40,2
254187,134,13
254189,253,1
254191,76,6
254192,150,1
254193,581,4
254194,1368,12
254195,588,58
254196,52,4
254197,51,2
254200,69,2
254201,316,8
254202,60,2
254203,236,3
254204,130,9
282445,9025,2
254205,101,14
254206,195,10
254207,62,9
254208,143,6
254209,66,7
254210,322,10
254211,59,3
254212,42,2
254213,55,4
254214,40,6
254216,41,3
254217,38,2
254218,206,15
254219,98,15
254220,93,7
254221,1897,47
254222,120,13
254223,68,6
254224,162,31
254225,76,6
254226,79,10
254227,56,4
254228,69,2
254229,52,2
254230,237,10
254231,52,5
254232,132,14
254233,48,5
254234,55,8
254235,369,9
254236,68,6
254237,34,6
254238,55,3
254239,46,6
254240,110,10
254241,64,9
254242,47,4
254243,58,3
254244,48,9
254245,58,8
254246,252,6
254247,320,14
254248,308,3
254249,78,4
254250,35,3
254251,57,3
254252,277,1
254253,234,2
254254,109,18
254255,626,12
254256,150,14
254257,60,10
254258,72,10
254259,58,6
254260,433,9
254261,41,1
254262,25,1
254263,22,3
254264,31,4
254265,99,13
254266,181,9
254267,28,11
254268,76,8
254269,52,2
254270,54,5
254271,130,20
254272,85,10
254274,95,12
254275,58,1
254276,330,4
254277,124,16
254278,154,24
254279,64,8
254273,414,19
254280,65,5
254281,78,13
254282,57,6
254283,104,13
254284,56,11
254285,86,8
254286,304,5
254287,125,3
254288,71,14
254289,256,14
254290,213,4
254291,94,5
254292,265,8
254293,135,6
254294,70,8
254295,518,12
254296,178,30
254297,130,16
254298,74,5
254299,165,1
254300,96,10
254301,859,22
254302,253,1
254303,238,6
254304,1143,16
254305,51,8
254306,49,2
254307,74,8
254308,61,5
254309,105,9
254310,90,6
254311,316,5
254312,295,19
254313,170,5
254315,73,5
254317,324,4
254318,221,3
254319,337,11
254320,104,2
254321,99,1
254322,67,4
254323,347,13
254324,465,3
254325,45,2
254326,52,6
254327,74,10
254328,103,10
254329,43,4
254330,43,6
254331,295,4
254332,40,2
254333,67,5
254334,659,53
254335,35,2
254336,69,13
254337,65,2
254338,56,5
254340,51,5
254341,62,4
254342,67,5
254343,881,5
254344,66,6
254346,104,11
254347,64,6
254348,452,4
254349,69,2
254352,60,6
254353,121,13
254354,40,2
254355,44,2
254356,60,7
254357,1191,59
254358,62,2
254359,61,8
254360,64,8
254361,43,6
254362,504,14
254363,46,1
254364,79,8
254365,58,2
254366,53,4
254367,96,18
254368,166,2
254369,876,15
254370,791,14
254371,63,4
254372,51,1
254377,58,3
254378,80,8
254373,1846,80
254380,341,4
253133,372,14
254381,341,6
254383,96,5
254384,335,9
254386,93,8
254387,71,8
254388,61,4
254389,87,7
254390,161,28
254391,266,6
254392,11,1
254393,57,4
254394,52,3
254395,49,4
254396,433,7
254397,378,3
254398,183,5
254399,293,4
254400,525,25
254401,93,14
254403,123,2
254404,420,12
254405,53,6
254406,44,4
254407,33,2
254408,177,1
254410,56,4
254411,65,2
254412,74,4
254414,98,11
254415,65,8
254416,69,7
254417,126,7
254420,58,2
254421,101,14
254423,73,2
254424,229,8
254425,67,4
254426,136,4
254427,71,4
254428,279,6
254429,1,1
254431,1,1
254432,49,5
254433,62,4
254435,117,8
254436,67,4
254437,252,5
254438,83,10
254439,1,1
254440,67,6
254441,1,1
254442,58,2
254443,49,4
254444,125,3
254445,1,1
254446,1,1
254447,58,2
254448,113,3
254449,64,2
254450,62,2
254451,285,7
254452,70,7
254453,69,8
254454,75,9
254455,82,4
253970,1557,9
254457,51,2
254458,62,1
254459,50,2
254460,64,4
254461,67,9
254463,1,1
254464,1,1
254465,1,1
254466,1,1
254467,164,9
254469,577,6
254470,1,1
254471,147,11
254472,1,1
254473,54,1
254474,98,10
254475,365,6
254477,72,4
254478,104,12
254479,86,3
254481,90,9
254617,165,2
254482,150,17
254483,60,6
254485,90,10
254486,78,13
254487,84,10
254484,200,3
254488,89,15
254489,88,15
254490,46,2
254491,69,6
254492,75,4
254493,62,8
254494,70,6
252745,698,39
254495,406,10
254496,68,4
254497,51,4
254498,81,8
254499,1635,66
254500,61,4
254502,113,11
254503,206,4
254504,182,9
254505,233,8
254506,124,5
254507,117,12
254508,270,7
254509,165,5
254510,81,8
254511,64,2
254512,329,18
254513,57,2
254501,1528,42
254514,81,7
254515,54,2
254516,218,19
254519,684,2
254520,70,5
254521,61,4
254522,346,5
254523,258,8
254524,180,7
254525,334,14
254526,165,4
254527,1222,19
254528,153,5
254529,262,12
254532,293,15
254533,748,30
254534,210,12
254535,88,3
254536,61,1
254537,74,3
254538,71,6
254539,10,1
254540,1101,11
254541,304,7
254542,14,2
254543,63,8
254544,116,13
254545,79,9
254546,83,6
254547,102,12
254548,40,1
254549,397,16
254550,133,21
254551,76,8
254552,109,8
282446,7232,2
254553,68,7
254554,71,3
254555,60,3
254556,83,4
254558,91,2
254559,74,2
254560,86,5
254562,284,8
254563,75,3
254564,71,2
254565,86,4
254566,445,3
254567,61,2
254569,57,2
254570,51,4
254571,57,4
254572,59,2
254573,40,10
254574,163,4
254575,54,4
254576,231,1
254577,146,26
254578,57,4
254579,24,1
254581,72,4
254582,45,2
254583,43,2
254584,77,4
254585,935,9
254586,62,2
254587,363,5
254588,232,5
254589,330,6
254590,1224,7
254591,46,2
254592,57,1
254593,123,4
254595,82,9
254596,65,2
254597,66,2
254598,68,2
254599,1200,70
254600,1503,4
254856,73,2
254602,63,2
254603,58,4
254604,92,5
254605,70,2
254606,59,2
254607,72,4
254609,226,11
254610,118,13
254611,60,4
254612,74,3
254613,55,6
254614,63,4
254615,69,6
254616,64,4
254618,517,4
254619,92,7
282447,8255,1
254620,75,8
254621,753,58
254622,65,4
254623,46,4
254624,2257,52
254625,191,2
254626,192,1
254627,115,22
254628,243,19
254629,85,10
254630,83,4
254631,101,10
254632,51,4
254633,55,5
254634,95,12
254635,67,2
254636,71,2
254637,122,11
254639,91,6
254640,77,3
254642,46,2
254643,126,5
254644,62,4
254645,159,23
254646,158,25
254647,59,6
254648,61,4
254650,1441,12
254652,209,3
254653,215,10
254654,40,1
254655,345,6
254658,91,14
254659,109,10
254660,118,11
254661,79,3
254662,565,48
254663,2286,4
254664,1249,23
254665,342,5
254666,2540,9
254667,328,4
254668,165,8
254669,350,16
254670,1016,11
254671,103,6
254672,121,6
254673,581,3
254675,1464,7
254676,47,2
254677,221,5
254678,70,4
254679,93,9
254680,72,8
254681,57,3
254683,41,2
254684,93,6
254685,107,10
254686,69,6
254687,79,6
254688,75,9
254689,56,2
254691,69,3
254692,1687,15
254693,58,3
254694,79,4
254695,248,11
254697,79,2
254699,389,10
254700,2361,2
254703,42,2
254706,2,1
254707,1,1
254708,63,3
254709,66,1
254710,80,8
254711,121,11
254712,81,6
254713,65,8
254714,7116,58
254716,570,13
254717,83,1
254718,82,3
254719,2,1
254720,262,2
254721,1,1
254722,98,11
254723,70,1
254724,131,4
254725,53,3
254726,1861,27
254696,1692,54
254727,52,3
254728,42,2
254729,764,23
254730,90,10
254731,237,1
254733,77,9
254734,91,8
254735,308,2
254736,429,13
254737,67,4
254739,61,4
254740,61,6
254741,50,3
254742,64,8
254743,76,4
254744,143,25
254745,337,5
254746,437,17
254747,115,11
254748,49,2
254749,137,30
254750,46,1
254751,133,21
254752,101,4
254753,112,5
254754,459,4
254755,967,30
254756,142,1
254757,1,1
254758,683,11
254759,1,1
254761,181,8
254762,296,19
254763,331,14
254764,127,6
254765,373,14
254766,101,10
254768,508,24
254769,123,1
254857,205,1
254770,376,5
254771,307,26
254772,76,6
254773,73,6
254774,541,3
254775,61,4
254776,121,9
254777,69,8
282448,7042,1
254778,131,14
254779,75,2
254780,71,8
254781,56,1
254782,756,23
254783,197,2
254784,29,1
254785,248,3
254786,533,2
254787,170,1
254788,133,16
254789,88,15
254790,105,12
254791,275,32
254792,123,16
254793,1,1
254794,1,1
254795,349,7
254796,85,2
254797,81,2
254798,152,5
254799,115,14
254800,2980,57
254801,110,15
254802,88,6
254803,1,1
254804,323,1
254805,1,1
254806,1,1
254807,1,1
254808,1,1
254809,1,1
254810,1,1
254811,1,1
254812,57,9
254813,99,11
254814,67,4
254815,1,1
254816,1,1
254817,69,2
254818,51,4
254819,70,9
254820,80,2
254821,74,4
254822,78,5
254823,1,1
254824,262,11
254825,68,7
254826,63,2
254827,1,1
254828,1,1
254829,93,8
254830,66,8
254831,68,4
254832,51,7
254833,96,11
254834,112,10
254835,66,2
254836,1,1
254837,1,1
254838,87,15
254839,31,1
254840,47,3
254841,63,4
254842,105,13
254843,65,4
254844,122,12
254846,102,4
254847,92,6
254850,79,2
254853,361,23
254854,68,7
254855,326,9
254858,90,2
282449,7387,3
254859,56,2
254860,100,4
254861,1,1
254862,1,1
254863,297,3
254865,61,2
254866,89,7
254867,97,12
254868,232,4
254870,47,2
254871,74,4
254872,31,4
254873,105,11
254875,79,3
254876,548,11
254877,1,1
254878,87,6
254880,61,1
254881,180,2
254882,114,13
254883,45,3
254884,65,5
254885,1,1
254886,1,1
254887,68,2
254889,287,16
254890,614,3
254891,85,3
254893,118,16
254894,93,9
254895,1,1
254896,484,10
254897,1,1
254898,245,5
254899,243,4
254901,89,12
254902,110,4
254903,385,15
254904,1,1
254905,1,1
254906,199,10
254907,227,1
254908,126,15
254909,88,9
254910,119,10
254912,116,4
254913,1,1
254914,448,12
254915,407,1
254916,99,5
254917,86,6
254918,58,1
254921,141,3
254922,53,4
254923,95,12
254924,51,2
254925,601,5
254926,53,4
254927,54,1
254929,58,3
254930,72,5
254931,70,2
254933,127,15
254934,50,3
254935,65,2
254937,1,1
254938,495,15
254939,2,1
254940,61,7
254941,105,14
254942,389,16
254943,300,7
254944,181,33
254945,102,8
254946,623,6
254947,199,8
254948,288,7
254949,210,11
254950,164,4
254951,68,1
254952,220,12
254953,150,4
254954,230,2
254955,123,1
254956,97,10
254957,2,1
254958,174,1
254959,124,7
254960,1,1
254961,80,8
254962,107,1
254963,190,7
254965,177,2
254966,171,6
254967,64,5
254968,74,8
254972,97,13
254973,105,13
254974,1454,14
254975,72,4
254976,168,34
254978,149,2
254979,58,6
254980,56,3
254981,63,5
254982,56,2
254983,44,5
254984,76,10
254985,59,7
254986,92,19
254987,86,11
254988,76,9
254989,130,17
254990,114,16
254991,107,10
254992,216,1
282450,7088,1
254994,320,14
254995,277,19
254996,470,19
254997,321,10
254998,268,7
254999,209,10
255000,185,5
255001,147,1
255002,773,28
255003,50,2
255004,82,7
255005,74,4
255006,136,12
255007,688,16
255008,57,4
255009,97,12
255012,79,2
255013,108,15
255014,299,4
255016,78,2
255017,292,3
255018,103,14
255019,105,16
255020,94,14
255021,75,4
255022,91,3
255023,81,10
255024,114,6
255025,107,10
255026,389,11
255027,118,6
255028,196,31
255030,171,2
255031,246,6
255032,100,6
255033,61,3
255034,112,10
255035,100,15
255029,564,27
255036,146,3
255037,73,5
255038,1312,1
255039,70,6
255040,66,5
255041,58,1
255042,74,6
255043,63,6
255044,252,3
255045,60,3
255046,719,1
255047,463,8
255048,59,2
255049,73,7
255050,825,13
255051,171,15
255052,68,6
255053,81,10
255054,87,8
255055,77,4
255056,47,1
255057,127,18
255058,58,2
255059,45,1
255060,48,1
255061,52,2
255062,100,14
255063,372,9
255064,59,3
255065,73,3
255067,40,2
255068,117,8
255070,120,6
255071,379,8
255072,111,12
255073,78,3
255074,83,2
255075,107,10
255076,68,5
255077,114,12
255078,64,4
255079,76,9
255080,50,4
255081,276,10
255082,325,7
255084,112,10
255085,82,7
255087,688,25
255088,499,5
255090,181,7
255091,64,6
255092,156,4
255094,56,9
255095,56,6
255096,83,6
255097,89,15
255098,75,10
255099,123,10
255100,101,5
255101,1889,24
255102,258,2
255103,163,1
255105,484,7
255106,63,3
255107,76,2
255108,64,4
255109,2000,23
255110,49,4
255111,633,17
255112,106,15
255113,162,3
255114,50,3
255116,56,4
255117,63,3
255118,255,2
255119,52,2
255120,52,2
255121,39,2
255122,288,6
255123,87,9
255124,35,2
255125,105,6
255126,140,8
255127,28,6
255128,74,6
255129,139,1
255130,103,8
255131,151,6
255132,23757,82
255133,132,18
255134,405,6
255135,2461,85
255137,69,6
255139,944,48
255140,55,6
255141,59,3
255142,61,4
255143,47,1
255144,51,1
255145,47,1
255146,67,6
255147,87,6
255148,52,1
254760,683,31
255149,1,1
255150,1,1
255151,62,4
255153,121,2
255154,64,6
255155,369,27
255156,46,2
255157,466,8
255158,54,1
255159,224,2
255160,70,5
255161,172,26
255162,313,6
255164,464,4
255165,243,6
255166,81,5
255167,115,13
255168,120,17
255169,79,7
255170,8786,23
255171,88,6
255172,100,5
255173,220,1
255174,82,8
255175,280,1
255176,86,6
255177,85,10
255178,299,4
255179,173,23
255180,70,3
255182,94,10
255183,54,2
255185,145,29
255186,82,4
255188,22,2
255189,364,3
255190,299,3
255191,85,6
255192,70,6
255193,77,5
255194,155,1
255195,99,14
255196,66,4
255197,76,8
255198,328,14
255199,89,12
255200,310,4
255201,370,5
255202,190,4
255203,372,12
255204,239,11
255205,191,7
255206,165,9
255207,89,12
255208,48,1
255209,58,3
255210,150,7
255211,59,3
253785,168,3
255212,133,7
255213,256,14
255214,274,15
255215,197,13
255216,188,12
255217,115,13
255218,80,6
255219,260,17
255220,526,4
255221,402,13
255222,90,9
255223,78,7
255224,99,6
255225,146,11
255226,111,15
255227,993,14
255228,217,5
255230,67,5
255231,65,4
255232,59,2
255233,70,6
255234,74,3
255235,105,6
255236,57,7
255237,135,29
255238,86,12
255239,63,6
255240,129,12
255241,372,2
255242,103,12
255243,82,6
255244,110,10
255245,100,7
255246,903,9
255248,56,2
255249,261,4
255250,65,3
255251,42,1
255253,44,2
255254,50,3
255255,58,2
255256,64,3
255257,66,4
255258,124,10
255259,86,8
255260,129,16
255261,114,13
255262,117,12
255263,90,8
255264,59,3
255265,176,6
255266,65,6
255267,109,13
255268,196,2
255269,51,6
255270,47,2
255271,67,6
255272,52,4
255273,90,3
255274,150,24
255275,1652,50
255277,489,3
255278,218,4
255279,79,3
255276,10285,127
255280,704,29
255281,81,5
255282,130,3
255252,316,8
255284,78,7
255285,66,3
255286,70,2
255287,84,8
255288,35,4
255289,62,2
255292,60,1
255293,715,19
255294,51,1
255295,497,6
255296,25,3
255297,1568,22
255298,77,5
255291,920,58
255299,49,5
255300,68,4
255302,58,3
255303,56,3
255304,152,3
255305,62,1
255306,124,16
255307,208,3
255308,95,11
255309,108,15
255310,78,7
255311,245,3
255312,120,17
255313,67,5
255314,57,5
255315,67,8
255316,122,9
255317,57,4
255318,67,4
255319,70,7
255320,131,14
255321,3143,40
255322,64,8
255323,184,1
255324,106,12
255325,329,5
255326,70,4
255328,834,3
255330,59,8
255331,62,4
255332,89,8
255334,82,3
255337,85,12
255338,71,6
255339,70,8
255340,108,15
255341,58,2
255342,92,3
255343,1422,37
255344,383,7
255345,23557,36
255346,107,12
255347,80,5
255348,61,5
255349,83,2
255350,78,2
255351,70,4
255352,60,3
255353,81,4
255354,102,4
255355,88,3
255356,76,2
255357,67,4
255358,71,3
255359,480,13
253463,205,3
255360,243,1
255361,48,2
255364,57,4
255363,227,3
255362,313,11
255365,54,6
255366,119,11
255367,112,11
255368,56,2
255369,95,8
255370,59,2
255371,58,6
255372,86,6
255373,101,7
255375,314,4
255376,100,2
255377,62,5
255378,364,7
255379,387,4
255380,240,3
255381,325,7
255382,101,1
255383,96,2
255384,251,9
255385,60,6
255386,300,6
255387,44,7
255388,183,6
255389,153,6
255390,80,5
255391,69,4
255392,358,18
255393,65,8
255394,47,2
255395,64,6
255396,47,6
255397,147,7
255398,284,10
255399,9,1
255400,704,32
255401,125,10
255402,54,2
255403,303,9
255405,104,5
255406,361,13
255407,460,10
255408,48,2
255409,54,4
255410,128,11
255411,71,6
255412,361,11
255413,191,3
255414,214,4
255415,64,3
255416,93,3
255417,128,1
255418,234,1
255419,247,11
255420,101,5
255421,204,9
255422,77,5
255423,96,5
255424,257,2
255425,64,3
255426,169,6
255427,77,8
255428,306,15
255429,684,3
255430,393,24
255431,120,17
255432,65,6
255433,148,20
255435,51,4
255436,82,3
255437,347,4
255438,230,1
255439,84,8
255440,87,8
255441,132,15
255442,64,4
255443,602,13
255444,312,11
255445,114,1
255446,57,6
255447,64,2
255448,367,14
255449,49,2
255451,79,3
255453,72,4
255454,68,3
255455,91,10
255456,67,4
255457,478,24
255458,35,1
255459,156,2
255460,300,10
255461,68,4
255462,72,3
255464,72,4
255465,93,6
255466,59,4
255467,550,11
255468,136,14
255469,83,8
255470,68,6
255471,76,6
255472,500,14
255473,595,20
255474,70,3
255475,289,13
255476,134,1
255478,106,5
255480,90,4
255482,134,6
255483,86,4
255484,166,5
255485,588,6
255487,73,6
255488,61,2
255489,164,1
255491,149,2
255492,88,9
255493,69,4
255494,80,8
255490,652,15
255495,121,24
255496,68,4
255497,66,4
255498,74,4
255500,137,18
255501,909,12
255502,78,5
255503,607,17
255504,106,12
255507,85,5
255509,88,4
255510,92,1
282452,8035,1
255514,64,2
255515,53,2
255517,495,13
255518,58,1
255519,70,3
255520,67,2
255521,61,2
255522,100,12
255523,53,2
255524,75,8
255486,514,25
255526,49,1
255528,49,3
255530,53,1
255531,47,3
255532,75,6
255533,686,13
255534,66,3
255535,85,8
255536,87,8
255537,72,4
255538,399,7
255539,58,2
255540,51,2
255541,66,5
255544,98,11
255546,53,2
255547,451,5
255548,67,4
255549,56,3
255550,66,6
255551,108,10
255552,92,8
255553,50,2
255555,383,11
255556,214,8
255557,320,18
255558,77,7
255559,99,10
255560,91,5
255561,62,4
255562,406,4
255563,98,12
255564,106,16
255565,80,7
255566,140,8
255567,57,6
255568,54,4
255569,73,6
255570,62,4
255571,66,6
255572,1,1
255573,62,1
255574,69,5
255575,74,3
255576,118,17
255577,289,19
255578,71,3
255579,68,3
255580,80,6
255581,80,3
255582,143,13
255583,97,11
255584,154,13
255585,97,7
255586,195,8
282453,8438,4
255587,106,10
255588,43,7
255589,125,3
255590,279,2
255591,857,24
255593,78,2
255595,83,2
255596,83,3
255598,217,4
255599,114,10
255600,579,10
255601,269,3
255602,237,2
255603,102,12
255604,109,12
255605,71,3
255607,104,6
255608,67,2
255609,58,6
255610,90,10
255611,63,4
255612,56,4
255613,66,6
255614,67,4
255616,95,19
255617,58,2
255618,56,2
255619,130,13
255621,55,3
255622,59,2
255624,75,4
255625,59,2
255626,74,4
255627,114,11
255628,76,2
255629,59,2
255630,316,3
255631,62,3
255632,267,16
255633,103,14
255634,61,4
255635,94,5
255636,160,26
255638,47,1
255640,56,3
255641,82,6
255642,86,9
255643,430,4
255645,73,2
255646,78,3
255647,81,7
255649,86,4
282454,8964,3
255650,54,1
255651,103,12
255652,91,12
255653,153,18
255654,109,11
255655,62,2
255656,76,4
255657,2798,157
255658,508,4
255659,421,7
255644,342,10
255660,3490,239
255661,213,2
255662,916,35
255663,133,21
255664,1,1
255665,239,1
255666,51,3
255667,76,5
255669,75,2
255670,76,6
255671,101,7
255672,49,2
255673,91,10
255674,74,6
255676,43,4
255679,71,3
255681,50,1
255682,67,2
255683,55,2
255684,42,1
255687,48,1
255688,44,1
255689,189,2
255690,62,1
255691,81,10
282455,8176,1
255692,58,2
255694,48,2
255695,56,2
255696,81,5
255697,90,11
255698,64,8
255699,77,8
255700,83,9
255701,194,6
255702,85,4
255703,111,12
255704,105,14
255705,128,4
255706,504,11
255707,88,14
255708,129,12
255709,81,9
255711,99,3
255712,207,2
255713,1272,37
255715,488,20
255716,241,14
255717,266,10
255718,262,5
255719,125,1
255720,78,4
255721,69,7
255722,51,3
255723,54,2
282456,10616,4
255726,179,3
255727,54,5
255728,60,2
255729,53,2
255730,215,2
255731,69,6
255732,73,4
255733,68,4
255734,262,3
255735,102,10
255736,60,2
255737,79,6
255739,51,1
255724,472,18
255741,92,5
255742,79,8
255744,60,2
255745,21,2
255746,62,5
255748,42,2
255749,49,1
255750,83,8
255751,74,3
255752,346,14
255753,43,3
255754,52,1
255755,57,1
255756,77,3
255757,66,2
255758,64,3
255759,66,3
255760,50,4
255761,273,6
255762,62,2
255763,956,42
255764,52,5
255766,82,5
255767,69,3
255768,76,3
255769,65,2
255770,62,1
255771,108,7
255772,76,1
255773,69,3
255774,520,9
255775,62,4
255776,298,13
255777,107,10
255778,778,12
255779,83,4
255780,99,6
255781,167,1
255782,23,3
255784,172,2
255785,215,6
255786,193,4
255787,292,2
255788,171,2
255789,341,2
255790,62,5
255791,71,4
255792,56,4
255793,114,13
255794,63,6
255795,54,2
255796,35,4
255797,43,6
255798,269,1
255799,59,4
255800,111,4
255801,213,4
255802,75,7
255803,52,4
255804,56,4
255805,70,4
255806,74,8
255808,92,6
255809,323,3
255810,47,2
255811,416,4
255812,432,14
255813,102,10
255814,100,8
255815,63,4
255816,89,5
255817,48,2
255818,57,3
255819,61,7
255820,71,6
255821,136,9
255823,64,3
282457,8639,2
255824,379,7
255844,33,2
255825,331,2
255826,110,12
255828,74,4
255829,300,6
255830,189,4
255831,103,10
255833,42,8
255834,135,3
255835,12042,32
255836,79,2
255837,64,2
255838,81,3
255839,79,5
255840,67,4
255841,63,3
255842,115,9
255843,157,1
255845,102,12
255846,261,3
255847,47,2
255848,53,6
255849,55,4
255852,61,3
255853,69,4
255854,51,4
242092,258,1
255855,59,2
255856,67,7
255857,59,1
255858,59,1
255860,60,3
255861,61,4
255862,90,7
255863,156,5
255864,79,4
255865,3005,66
255866,2501,80
255867,75,7
255868,107,10
255869,3437,80
255870,76,2
255871,92,8
255872,99,9
255873,76,4
255874,74,8
255875,195,1
255876,134,5
255877,3080,123
255878,147,9
255879,71,4
255880,48,8
255881,470,14
255882,140,7
255884,66,3
255885,66,2
255888,995,14
255889,64,6
255890,404,14
255891,186,29
255892,74,8
255883,4019,147
255893,122,10
255894,93,8
255895,66,2
255896,44,4
255897,70,4
255898,63,4
255899,58,8
255900,53,2
255901,39,2
255902,59,3
255903,85,11
255904,91,10
255905,72,4
255907,63,4
255908,66,7
255909,77,1
255910,257,10
255911,49,3
255912,63,3
255913,58,3
255914,73,4
255915,56,3
255916,71,4
255917,226,8
255918,46,1
255920,295,11
255921,377,12
255923,200,12
255924,52,4
255925,191,11
255926,51,1
255927,173,6
255928,99,12
255929,51,2
255930,61,6
255931,76,5
255932,72,3
255933,823,13
255934,172,7
255935,1204,43
255936,82,3
255937,267,6
255938,347,11
255939,524,16
255940,92,5
255941,285,3
255942,437,2
255943,19,2
255944,137,4
255945,239,3
255946,131,9
241139,414,16
255947,229,3
255948,203,5
255949,156,5
255950,69,5
255951,74,2
255952,434,2
255953,501,19
255954,537,9
255955,61,6
255956,640,35
255957,471,3
255958,68,4
255959,61,7
255960,50,4
255961,182,8
255962,301,12
255963,63,4
255964,40,3
255965,74,4
255966,62,3
255967,51,6
255968,79,8
