tid,views,replies
202906,423,2
202907,107,2
202908,152,4
202909,302,2
202910,98,1
202911,114,7
202912,255,1
202914,117,1
202915,191,3
202916,867,77
202917,151,7
202918,454,33
202919,743,62
202920,215,21
202921,368,28
202922,195,12
202923,460,39
202924,787,59
202929,107,1
202930,2489,301
202931,65,1
202935,105,1
202938,100,1
202942,80,1
202946,203,7
202947,231,2
202951,191,4
202952,1475,16
202957,168,3
202959,104,3
202961,83,3
202964,106,2
202967,81,1
202970,126,4
202972,69,4
202973,610,2
202974,124,2
202975,239,2
202976,858,29
202977,84,1
202978,311,4
202979,142,6
202982,302,8
202983,114,3
202985,129,6
202989,126,2
202990,261,3
202991,3167,39
202992,394,10
202994,123,1
202998,521,9
203000,132,2
203001,389,2
203002,210,5
203003,219,3
203004,148,2
203005,152,6
203006,112,1
203013,820,4
203014,494,7
203016,3,2
282161,539,1
203018,1925,12
203020,72,2
203021,67,3
203023,72,2
203024,75,1
203025,2540,17
203026,534,6
203027,260,7
203028,344,11
282162,598,1
203029,325,1
203030,686,5
203031,2525,2
203032,6157,35
203034,218,1
203036,77,2
203037,64,2
203038,137,13
203039,145,3
203041,86,4
203043,61,2
203044,89,4
203045,57,1
203047,57,3
203048,82,2
203049,87,1
203053,234,4
203054,211,1
203055,422,2
203056,81,4
203058,114,3
203059,108,3
203060,96,4
203063,1685,9
203064,304,8
203066,395,12
203067,75,3
203068,234,7
203070,905,10
203071,52,2
203072,58,6
203076,101,12
203077,66,2
203079,448,8
203081,143,1
203082,158,7
203083,99,2
203084,372,37
203086,433,10
203087,1814,2
203088,286,12
203090,63,7
203091,194,2
203095,262,2
203096,200,4
203097,213,2
203098,528,4
203100,456,9
203101,112,1
203106,735,11
203107,820,9
203109,586,18
203111,143,1
203112,50,2
203113,246,2
203115,243,2
203116,433,5
203117,260,4
203118,161,2
203119,409,2
203120,452,15
203121,197,15
203122,165,5
203123,513,7
282163,650,3
282164,1331,5
203126,109,4
203127,1148,39
282165,687,1
203129,97,1
203131,49,2
203133,61,4
203134,57,1
203135,68,4
203137,312,4
203138,124,1
203139,227,1
203142,68,4
203143,65,1
203144,63,2
203145,242,9
203146,258,1
203147,939,20
203148,162,2
203150,567,19
203151,116,7
203152,48,1
203153,322,2
203154,458,19
203155,463,25
203156,33,6
203157,79,2
203158,1218,10
203159,73,9
203160,158,1
203161,85,9
203162,621,20
203163,372,12
203167,548,8
203168,373,6
203169,35,2
203170,136,1
203171,55,4
203173,51,2
203174,54,2
203177,131,8
203183,42,1
203187,52,1
203188,53,3
203194,65,2
203196,87,7
203199,67,2
203202,347,3
203203,96,7
203204,169,7
203206,9462,3
203207,86,3
203210,64,4
203211,102,2
203215,194,1
203220,294,4
203223,77,6
203224,288,1
203225,50,2
203226,231,1
203230,65,4
203231,79,2
203232,250,1
203234,63,1
203235,232,4
203237,138,1
203238,317,7
203240,854,2
203241,793,61
203242,222,2
203243,200,2
203244,55,2
203245,324,1
203246,94,4
203248,638,12
203249,86,4
203250,698,15
203251,263,1
203252,70,6
203253,130,2
203254,499,23
203255,42,2
203256,179,1
203257,313,21
203258,3529,88
203259,176,1
203261,88,2
203262,267,4
203263,527,1
203264,410,3
203265,279,1
203266,123,16
203268,623,18
203269,57,2
203270,245,2
203272,162,4
203274,129,1
203275,757,62
203277,601,25
203278,45,2
203282,69,3
203283,1556,1
203284,63,4
203285,47,1
203286,136,7
203289,359,4
203290,57,3
203291,217,9
203292,68,7
203293,146,2
203295,96,2
203296,69,3
203297,94,6
203299,75,5
203300,404,29
203301,199,6
203304,60,2
203309,47,2
203312,242,10
203313,405,2
203314,195,1
203315,52,1
203316,419,3
203317,250,4
203318,415,1
203319,62,2
203321,303,9
203323,1822,1
203324,381,2
203325,118,2
203326,72,4
203327,85,2
203329,9511,1
203330,298,7
203331,202,1
203332,179,5
203333,13462,21
203334,315,5
203339,63,1
203341,613,1
203342,55,1
203344,69,2
203346,198,5
203348,102,2
203353,56,2
203355,531,15
203356,67,3
203359,385,6
203360,444,11
203308,581,33
203364,241,1
203365,228,2
203366,418,3
203367,150,2
203369,615,41
203370,596,2
203371,478,9
203372,515,2
203373,259,3
203375,131,1
203376,368,4
203377,178,2
203378,484,4
203379,892,10
203380,91,9
203381,2643,16
203382,1079,3
203383,246,2
203384,339,6
203385,536,27
203386,897,2
203387,669,13
203388,92,9
203389,1735,26
203390,93,2
203392,411,35
203393,1219,84
203394,4238,1
203395,457,4
203397,103,12
203398,1502,2
203399,291,1
203400,147,2
203401,146,1
203402,195,1
203404,165,9
203405,762,13
203406,397,9
203407,59,2
203408,869,15
203409,99,2
203411,351,14
203415,110,2
203419,60,1
203420,109,2
203421,67,2
203424,63,2
203426,49,2
203428,156,2
203431,176,4
203441,505,1
203443,125,6
203444,203,2
203445,884,7
203446,76,4
203447,1218,4
203449,199,3
203450,545,2
203451,250,3
203452,475,12
203453,617,2
203455,334,3
203456,100,11
203457,50,2
203460,4845,106
203461,1205,22
203463,231,11
203466,1072,63
203467,420,7
203468,66,1
203469,72,2
203472,435,1
203473,292,2
203474,89,8
203475,368,1
203476,541,25
203477,1650,9
203478,234,2
203479,74,5
203482,613,1
203486,68,3
203488,589,1
203489,178,4
203490,52,2
203491,202,6
203493,52,2
203494,409,35
203495,53,1
203497,136,3
203498,39,2
203499,58,1
203500,474,11
203501,50,5
203502,27,2
203503,37,2
203504,103,9
203505,341,4
203507,69348,843
203508,175,4
203510,3317,86
203511,69,2
203512,51204,121
203514,4801,146
203515,79,2
203516,3,1
203519,4661,212
203520,884,4
203522,71,5
203523,75,4
203526,78,2
203527,150,22
203528,65,5
203531,536,3
203533,6094,320
203535,65,1
203537,66,4
203539,62,12
203540,60,2
203541,79,2
203542,132,1
203544,4064,184
203545,354,6
203546,107,2
282166,846,1
203547,238,4
203548,793,1
203550,42,2
203551,3838,147
203553,58,6
203555,45,6
203556,404,23
203559,57,2
203560,93,10
203562,67,2
203564,61,2
203565,6438,67
203568,40,1
203569,125,12
203571,904,1
203572,61,3
203581,73,6
203583,384,27
203584,54,2
203585,146,5
203586,163,3
203588,1342,20
203589,43,2
203591,50,1
203592,94,7
203593,59,2
203596,100,2
203597,70,2
203598,77,3
203599,96,3
203600,100,5
203601,199,3
203603,2662,99
203604,57,5
203605,75,3
203606,169,7
203607,33,5
203608,1863,10
203609,2096,70
203610,600,9
203611,113,2
203602,248,2
203612,227,1
203613,178,3
203614,253,1
203615,67,2
203617,50,1
203618,2097,5
203619,121,4
203620,84,3
203621,1112,2
203622,282,10
203624,82,6
203625,62,7
203626,591,7
203627,6795,20
282167,1086,2
203628,76,2
203629,59,2
203633,98,5
203634,993,9
203635,402,2
203636,464,2
203637,126,1
203638,25,2
203639,43,5
203640,78,6
203641,45,3
203645,243,3
203649,471,11
203650,53,1
203657,416,2
203658,224,3
203660,77,2
203661,48,2
203663,268,30
203666,67,5
203667,56,1
203668,54,1
203669,244,2
203670,262,1
203671,360,38
203672,65,2
203673,59,3
203674,505,3
203675,81,15
203676,270,3
203677,8022,1
203678,231,3
203680,94,10
203681,63,2
203687,40,3
203688,521,6
203689,750,48
203690,187,25
203691,953,8
203692,933,10
203693,747,7
203694,420,6
203695,232,10
203696,315,1
203698,237,2
203699,78,2
203701,492,7
203703,491,9
203704,572,1
203705,253,7
203707,1349,20
203708,3865,4
203709,69,10
203713,44,1
203714,407,22
203529,334,8
203717,69,2
203719,74,2
203720,34,4
203721,150,2
203722,280,1
203724,105,2
203725,298,4
203726,272,3
203727,72,2
203728,1067,20
203729,72,6
203730,58,1
203731,386,3
203732,1042,20
203733,344,23
203734,50,9
203735,53,1
203736,1356,17
203737,582,26
203738,7633,8
203740,248,1
203741,362,5
203742,95,12
203743,87,6
203744,86,2
203745,51,2
203747,53,5
203749,567,3
203750,47,6
203751,19,2
203757,1189,8
203758,47,2
203759,142,2
203755,7478,50
203764,102,1
203765,46,1
203769,74,4
203770,580,8
203771,41,3
203772,49,1
203773,48,1
203775,64,1
203778,713,40
203779,119,3
203781,198,10
203783,825,3
203788,118,6
203791,765,2
203792,686,11
203794,105,4
203795,72,10
203796,70,5
203797,279,12
203799,65,2
203800,305,2
203802,54,4
203804,53,3
203806,51,2
203807,62,5
203808,67,2
203810,695,1
203812,49,2
203815,81,2
203816,206,3
203817,40,3
203818,418,3
203820,324,2
203822,73,6
203826,1885,8
203827,62,3
203829,61,2
203831,246,15
203832,48,7
203835,246,1
203836,71,4
203839,84,9
203840,85,9
203842,51,4
203844,72,2
203845,1339,10
203849,489,6
203850,36,4
203853,525,38
203854,113,1
203855,70,1
203857,255,16
203858,94,2
203859,373,7
203861,222,3
203862,312,13
203863,200,5
203864,94,2
203865,215,2
203867,347,2
203868,414,2
203869,183,2
203871,419,12
282168,582,1
203874,50,2
203875,527,3
203876,63,4
203877,65,4
203878,42,4
203885,19,3
203886,47,1
203887,16,3
203888,443,4
203889,371,5
203892,1545,4
203893,217,1
203894,1180,8
203896,620,6
203897,83,4
203898,177,4
203901,715,2
203906,27,4
203910,658,8
203911,63,2
203913,557,10
203914,49,2
203916,546,26
203917,486,9
203902,4466,11
203919,57,2
203920,135,2
203921,363,1
203908,1278,67
203922,42,1
203923,127,2
203924,204,1
203926,36,4
203928,96,16
203929,43,1
203930,260,1
203938,55,5
203939,207,3
203941,231,1
203942,74,4
203943,262,1
203944,41,4
203947,188,1
203948,38,4
203949,59,4
203951,277,8
203954,77,6
203956,712,2
203960,24,2
203961,63,6
203962,628,1
203965,43,2
203966,62,2
203967,304,5
203968,55,1
203969,81,5
203970,84,5
203972,89,1
203974,63,2
203975,70,2
203981,69,3
203983,237,1
203985,664,3
203989,101,4
203990,175,3
203991,68,1
203992,71,12
203994,563,8
203995,34,3
203996,794,9
203997,540,16
203998,10619,31
204002,65,4
204005,274,11
204009,50,1
204010,348,5
204012,359,19
204013,253,3
204014,261,18
204019,1549,6
204021,55,4
204022,390,4
204027,57,4
204028,169,1
204029,473,18
204030,248,9
204033,55,1
204041,286,4
204044,37,6
204046,187,17
204047,102,1
204048,572,10
204049,410,17
204050,317,3
204051,453,1
204052,182,1
204054,180,1
204056,2963,69
204057,215,1
204059,60,4
204060,1208,84
204061,65,4
204063,70,1
204064,389,6
204069,74,4
204070,714,73
204071,58,1
204072,68,2
204073,125,3
204074,80,3
204080,51,4
204083,224,2
204084,384,5
204085,117,2
204087,240,1
204088,53,2
204089,95,2
204090,197,4
204092,217,1
204093,388,2
204094,57,2
204095,123,4
204096,51,1
204097,73,2
204098,43,4
204101,118,4
204103,55,2
204104,74,2
204105,66,2
204106,70,3
204107,56,1
204108,42,3
204109,1426,17
204110,50,11
204113,94,3
204114,416,8
204115,53,1
204117,152,2
204122,45,2
204126,44,2
204127,57,5
204129,502,8
204130,72,3
204131,288,18
204132,2980,90
204133,102,2
204135,50,1
204137,47,1
204138,51,2
204140,281,3
204142,669,4
204144,61,4
204146,31,2
204148,51,1
204149,54,5
204150,37,6
204152,509,3
204153,46,1
204163,58,2
204171,103,4
204172,37,7
204173,52,2
282169,590,1
204174,34,4
204175,5120,39
204176,42,8
204177,554,9
204183,58,4
204184,407,6
204185,212,7
204186,1020,8
204187,618,22
204188,216,4
204189,53,2
204192,49,3
204193,1248,1
204194,464,7
204195,44,5
204197,79,10
204199,170,5
204200,49,2
204201,106,1
204202,6257,12
204203,294,5
204208,488,1
204212,46,1
204217,670,3
204220,90,2
204223,48,4
204225,54,1
204227,306,4
204228,53,2
204230,404,7
204234,59,4
204240,59,2
204241,63,2
282170,645,1
204246,915,13
204249,370,1
204250,575,35
204251,1508,41
204254,366,12
282171,973,4
204257,74,1
204258,857,16
204259,117,4
204262,40,5
204263,193,7
204264,41,1
204266,254,5
204268,116,1
204269,73,3
204270,58,2
204271,64,2
204272,178,2
204273,95,2
204274,122,4
204276,236,3
204277,174,3
204278,79,1
204279,901,10
204280,706,44
204281,220,6
204282,816,1
204283,86,3
204284,1088,1
204285,1028,7
204286,928,1
204289,574,4
204290,71,1
204292,553,12
204293,245,8
204294,524,25
204295,572,8
204296,384,8
204297,1665,5
204298,216,3
204299,448,2
204300,253,3
204301,218,1
204302,104,2
204303,556,2
204304,320,24
204305,886,16
204306,137,1
204307,128,2
204308,286,16
204309,110,1
204312,56,2
204313,298,2
204314,216,1
204315,82,14
204317,292,7
204318,257,2
204319,39,2
204320,41,2
204321,59,2
204322,210,13
204323,41,2
204324,70,2
204325,1901,13
204326,41,2
204327,56,2
204328,105,7
204329,60,3
204330,117,8
204331,202,3
204334,123,3
204336,52,6
204338,90,1
204339,20,1
204341,52,1
204342,107,2
204344,66,8
204345,67,3
204346,140,3
204347,180,2
204348,101,3
204349,458,39
204350,5427,36
204351,304,5
204352,64,11
204353,70,2
204355,49,1
204357,72,2
204359,203,6
204361,56,1
204362,53,3
204363,61,1
204364,56,3
204366,62,2
204367,66,7
204368,57,3
204316,1416,9
204369,219,8
204370,44,7
204371,88,5
204374,74,3
204375,552,3
204376,119,6
204378,898,1
204380,63,2
204383,367,6
204384,34,1
204385,524,5
204388,55,2
204389,391,7
204396,48,2
204394,241,1
204397,210,1
204399,45,2
204400,62,2
204401,350,10
204403,71,4
204404,274,13
204405,589,2
204406,65,1
204407,64,4
204408,456,3
204409,81,2
204410,770,9
204411,370,1
204412,304,1
204413,156,1
204414,194,1
204417,67,9
204418,86,5
204422,71,7
204423,59,2
204424,51,6
204425,3,1
204426,91,5
204427,72,3
204428,67,1
204429,1153,19
204430,973,4
204431,327,1
204432,652,20
204433,87,2
204435,80,9
204436,103,6
204438,704,2
204440,65,2
204441,43,5
204443,52,2
204444,44,4
204445,82,9
204446,1384,25
204448,428,5
204449,72,3
204451,91,2
204452,197,2
204454,417,2
204455,410,2
204456,484,1
204447,5644,46
204458,730,2
204459,32,1
204460,557,4
204461,166,1
204462,193,3
204463,229,2
204464,440,14
204465,162,1
204467,3770,21
204468,931,55
204469,274,3
204470,50,2
204471,85,2
204472,98,8
204473,56,2
204475,80,1
204477,71,1
204478,101,2
204481,170,8
204485,53,1
204487,47,8
204489,606,3
204490,73,2
204492,57,2
204493,119,2
204484,4038,13
204494,19,1
204495,76,1
204496,72,1
204498,568,10
204499,164,4
204500,272,4
204501,292,7
204502,282,4
204503,542,5
204504,949,5
204505,339,12
204506,1,1
204508,280,2
204509,2849,33
204510,415,12
204511,61,8
204512,175,3
204513,51,4
204514,279,6
204516,741,3
204517,300,1
204518,487,1
204519,59,2
204520,283,5
204521,263,1
204522,258,3
204523,53,2
204524,756,1
204525,1843,2
204526,346,2
204527,73,2
204529,150,5
205205,200,2
204530,65,2
204531,294,1
204533,170,5
204534,1,1
204535,1,1
204536,312,2
204537,711,28
204538,182,6
204539,285,13
204540,410,11
204541,131,2
204544,282,2
204545,45,3
204546,199,1
204548,243,1
204549,399,2
204550,212,1
204552,63,1
204551,328,3
204553,88,5
204555,316,4
204559,74,1
204562,178,1
204563,66,2
204565,147,1
204566,120,4
204567,2144,4
204568,60,2
204569,78,7
204570,465,11
204571,59,3
204572,859,8
204573,59,2
204575,22,3
204576,95,9
204578,56,1
204582,20,2
204585,302,1
204586,73,5
204588,58,6
204595,399,1
204596,285,3
204597,488,1
204599,50,1
204600,152,4
204601,119,5
204602,2161,4
204603,130,2
204604,83,5
204606,14436,161
204607,58,2
204609,49,3
204610,55,2
204613,105,16
204614,185,1
204615,152,3
204616,1037,4
204617,3742,5
204618,622,1
204619,49,4
204620,49,1
204621,79,8
204622,287,23
204623,5,2
204624,34,3
282172,638,3
204626,46,1
204628,87,2
204629,53,2
282173,957,7
204630,186,3
204631,67,2
204632,70,6
204633,62,1
204634,353,10
204635,368,12
282174,932,1
204636,55,2
204637,54,2
204640,392,11
204642,72,7
204643,82,9
204647,107,1
204649,87,1
204651,69,8
204653,57,1
204658,588,26
204659,52,1
204660,64,1
204663,93,5
204665,471,33
204666,375,1
204667,3453,4
204664,1540,61
204668,70,9
204669,50,3
204670,221,4
204671,66,1
204641,1506,1
204673,67,2
204680,60,1
204683,63,4
204698,257,6
204699,27,2
204700,438,21
204703,1002,3
204704,63,2
204705,210,1
204707,90,10
204708,64,4
204710,79,4
204711,253,1
204712,62,2
204714,45,1
204715,140,2
204717,393,3
204718,61,1
204719,69,5
204720,68,1
204721,105,12
204722,80,3
204724,64,2
204726,163,1
204727,312,6
204728,268,1
204729,58,9
204731,187,1
204733,65,3
204735,85,2
204737,331,3
204738,15,1
204739,686,22
204742,248,1
204745,124,3
204746,78,2
204747,70,2
204749,326,7
204750,307,1
204751,52,2
204754,311,3
204757,875,5
204759,386,5
204760,269,1
204761,268,3
204762,382,4
204763,142,14
204764,497,22
204765,1723,126
204766,394,2
204767,185,1
204768,140,24
204769,162,23
204770,68,8
204771,60,2
204772,328,5
204773,57,2
204775,73,2
204777,76,4
204779,50,9
204780,232,1
204782,658,30
204783,178,4
204784,296,2
204788,39,2
204789,71,2
204790,240,1
204791,324,1
204792,151,6
204793,39,4
204795,257,4
204797,89,3
204798,75,4
204799,60,3
204801,342,1
204804,280,2
204805,81,2
204806,657,11
204807,50,3
204808,396,12
204809,170,9
204811,708,13
204812,429,11
204814,158,3
204816,52,8
204817,54,2
204818,1404,4
204821,56,2
204824,47,1
204826,31,2
204823,354,12
204828,495,13
204829,67,2
204830,5328,26
204832,268,1
204834,61,2
204836,161,3
204837,58,4
204838,58,2
204840,145,2
204843,133,4
204845,64,2
204846,105,2
204847,158,9
204848,418,2
204849,240,1
204850,754,2
204851,451,2
204852,4051,6
204853,178,1
204854,154,1
204855,776,5
204856,255,14
204857,3934,22
204858,745,41
204859,56,2
204860,247,2
204861,70,2
204862,252,33
204864,349,7
204865,48,2
204867,46,2
204869,54,2
204875,426,48
204876,292,11
204878,48,2
204879,549,8
204880,137,4
204881,262,2
204882,382,6
204884,643,11
204885,41,1
204886,148,2
204888,53,1
204889,46,1
204890,527,12
204891,53,2
204893,567,2
204895,74,4
204898,48,1
204900,51,5
204901,50,1
204903,51,3
204904,44,5
204907,59,7
204908,2558,52
204909,39,4
204910,80,5
204911,55,2
204912,47,2
204914,65,11
204915,104,2
204917,34248,281
204922,85,9
204923,238,3
204924,94,1
204925,54,4
204926,62,2
204927,171,4
204929,2539,5
204931,26,1
204933,34,2
204934,59,5
204937,99,2
204940,110,2
204941,55,2
204943,104,3
204944,268,17
204945,47,2
204946,149,2
204947,70,2
204948,113,2
204950,50,2
204951,1306,10
204952,17,2
204953,52,2
204956,60,5
204957,82,2
204959,60,4
204960,74,4
204961,57,3
204962,190,2
204963,66,2
204964,61,3
204966,50,2
204967,115,7
204965,1220,2
204969,58,4
204975,179,1
204976,1245,16
204978,501,5
204979,182,1
204980,345,2
204981,421,2
204982,245,2
204983,37,4
204985,255,5
204986,621,3
204987,604,2
204988,501,2
204990,361,4
204991,55,1
204992,417,4
204993,136,5
204994,24,4
204995,53,2
204996,15,1
204997,52,2
204998,63,3
204999,92,8
205000,178,4
205001,67,4
205002,63,2
205004,66,4
205005,420,2
205010,58,4
205012,342,9
205014,324,7
205018,54,1
205020,55,1
205021,53,2
205025,58,4
205028,43,1
205029,334,2
205031,49,3
205032,58,3
205036,283,1
205037,226,1
205038,110,8
205040,364,1
205041,62,2
205042,82,2
205043,332,1
205045,20,2
205051,457,14
205052,171,12
205053,182,14
205044,121,1
205048,172,2
205050,208,3
205055,443,24
205003,9624,37
205056,319,3
205057,65,8
205058,743,21
205059,541,12
205060,1813,25
205061,222,1
205062,43,6
205063,157,2
205064,152,1
205065,312,2
205066,183,2
205067,38,3
205068,61,3
205069,69,9
205070,1453,119
205071,811,21
205072,20,2
205073,182,3
205074,77,2
205075,62,2
205076,82,9
205078,83,10
205079,71,2
205081,25,1
205084,85,2
205085,338,23
205086,67,3
205087,219,11
205088,1694,10
205089,72,4
282175,1063,2
205090,143,6
205091,1053,15
205092,81,3
205097,56,2
205099,352,16
205102,279,1
205104,50,2
205105,35,1
205106,276,3
205107,1497,13
205108,56,3
205110,97,1
205111,42,2
205121,46,2
205123,59,2
205124,55,2
205126,54,2
205127,421,1
205129,503,1
205130,55,4
205131,52,2
205137,101,8
205138,64,4
205139,77,7
205140,1991,28
205141,794,22
205142,60,2
205143,123,3
205144,94,7
205145,72,2
205146,56,3
205147,816,3
205148,175,1
205151,236,12
205152,623,4
205153,23,1
205154,187,1
205155,57,5
205156,64,8
205157,54,1
205158,64,2
205159,984,79
205161,517,4
205162,407,10
205164,75,5
205166,236,3
205167,189,1
205168,212,2
205169,105,2
205172,212,1
205175,73,5
205177,58,1
205181,62,2
205182,45,1
205183,61,3
205187,76,2
205188,124,5
205149,261,8
205190,478,15
205193,68,4
205195,1,5
205196,71,7
205197,457,2
205198,1383,14
205199,26,5
205200,475,12
205203,90,1
205204,29,5
205206,103,5
205207,229,5
205208,64,10
205209,573,19
205211,60,3
205212,52,2
205215,9232,149
205216,57,6
205217,715,2
205218,38,7
205219,1214,10
205223,49,2
205226,63,2
205227,131,13
205210,44889,33
205228,1251,33
205229,74,6
205230,503,2
205231,68,4
205232,79,2
205233,62,4
205234,177,1
205235,553,2
205236,134,1
205237,74,2
205239,556,2
205242,95,2
205243,145,5
205245,397,2
205246,54,3
205247,59,2
205248,50,3
205249,61,3
205250,1732,20
205251,26,2
205252,527,5
205253,489,14
205254,289,18
205255,60,2
205256,45,2
205259,1465,43
205261,52,1
205264,53,4
205265,49,5
205266,68,2
205267,63,5
205268,61,6
205269,245,3
205270,156,2
205271,1153,5
205272,1372,10
205273,42,5
205274,201,12
205275,48,3
205276,2539,30
205279,40,4
205281,68,6
205283,37,2
205286,59,8
205288,114,2
205289,37,2
205290,73,2
205291,151,4
205292,194,1
205294,555,9
205295,125,3
205296,495,8
205297,340,18
205298,63,1
205299,985,1
205300,172,1
205301,272,6
205302,378,8
205303,131,20
205304,464,10
205305,162,5
205306,45,2
205307,41,7
205308,370,3
205309,210,5
205310,587,14
205311,93,4
205312,847,19
205313,731,9
205314,72,7
205316,392,6
205317,56,8
205318,232,25
205320,50,1
205321,299,2
205322,183,2
205323,45,1
205324,598,5
205325,37,2
205326,169,4
205327,188,2
205331,50,1
205332,213,7
205335,216,2
205336,489,4
205337,315,8
205338,366,8
205342,2073,37
205346,52,8
205347,802,32
205348,282,4
205350,219,6
205352,267,4
205353,3386,2
205354,795,3
205357,168,1
205358,42,1
205359,39,1
205364,53,3
205369,73,6
205370,214,3
205372,95,2
205374,53,2
205376,184,1
205379,69,9
205381,56,2
205382,128,2
205385,79,12
205386,62,2
205387,1286,30
205388,73,2
205389,269,1
205391,43,2
205393,415,18
205396,45,2
282176,675,1
205398,853,7
205399,360,3
205400,239,6
205401,334,3
205403,196,1
205404,602,2
205405,526,2
205406,274,1
205407,58,8
205408,63,2
205409,64,2
205410,972,15
205411,393,3
205412,684,1
205413,197,2
205414,216,7
205416,43,6
205420,36,2
205421,267,4
205422,482,2
205423,116,2
205427,73,1
205428,237,2
205430,39,2
205435,42,2
205436,53,1
205437,50,1
205438,71,11
205440,57,5
205441,51,4
205442,131,2
205443,54,4
205444,278,4
205446,54,1
205449,689,18
205451,50,2
205453,137,7
205454,363,6
205455,52,3
205456,77,2
205457,65,5
205459,295,1
205461,39,1
205462,367,4
205463,39,2
205464,128,6
205466,94,7
205467,58,3
205468,55,4
205471,57,1
205472,86,6
205473,22,1
205477,1265,6
205480,50,2
205481,61,2
205482,54,2
205484,22,3
205486,39,4
205487,79,10
205489,96,2
205491,90,1
205494,56,4
205496,315,5
205497,1,1
205498,203,3
205499,163,3
205500,3,2
205501,137,5
205502,84,5
205504,41,2
205505,85,3
205506,86,4
205507,321,7
205508,238,7
205509,71,8
205511,244,1
205512,326,11
205513,136,14
205514,985,18
205515,71,2
205516,156,4
205517,87,4
205518,53,2
205519,329,9
205520,3658,21
205521,62,3
205523,49,6
205524,63,3
205525,335,6
205526,1534,1
205528,67,2
205530,88,4
205531,66,4
205532,62,2
205534,70,1
205536,74,6
205537,76,2
205538,180,11
205539,285,1
205540,1234,33
205541,53,2
205542,50,2
205544,326,2
205547,70,2
205548,64,4
205549,553,6
205550,25,2
205551,133,5
205552,1216,12
205553,157,1
205555,74,1
205557,51,2
205558,210,7
205560,221,8
205561,64,2
205562,391,1
205563,222,6
205565,89,1
205566,32,5
205567,85,3
205568,84,5
205569,66,2
205571,1571,3
205572,79,1
205573,157,6
205574,451,24
205575,429,4
205576,65,2
205577,287,2
205578,29,3
205579,61,2
205585,60,5
205586,361,9
205587,1696,4
205588,344,9
205589,338,2
205590,155,6
205592,125,2
205593,470,13
205594,58,3
205595,759,17
205596,44,1
205600,50,9
205602,727,1
205604,23,2
205608,55,2
205609,107,1
205611,167,1
205612,47,1
205614,56,2
205615,19,2
205616,509,11
205617,38,4
205618,391,4
205619,67,1
205620,222,3
205622,162,1
282177,810,3
205623,666,11
205624,98,2
205625,251,1
205626,58,2
205627,143,2
205629,48,10
205630,91,4
205631,166,22
205633,327,3
205634,65,6
205636,57,2
205637,268,2
205638,49,4
205639,200,15
205640,59,2
205641,41,2
205642,91,1
205643,247,3
205645,151,1
205648,97,2
205649,297,4
205650,77,2
205652,62,2
205654,221,15
205655,4153,2
205656,167,3
205657,156,1
205658,206,1
205659,352,20
205660,167,2
205661,56,1
205662,80,3
205664,1585,40
205667,178,2
205669,317,1
205670,1027,2
205671,160,3
205672,545,2
205673,996,1
205674,603,40
205676,60,2
205677,56,2
205678,52,2
205679,192,6
205680,881,23
205681,3479,14
205682,544,1
205683,43,2
205685,40,2
205686,544,3
205690,277,1
205691,152,1
205692,70,7
205693,193,2
205694,65,3
205695,63,3
205696,173,4
205697,70,2
205698,171,2
205700,706,1
205701,78,8
205702,96,2
205703,169,8
205704,53,3
205706,49,1
